phase,dimension,catalog_id,label,proposal_count,winner_count,proposal_share,winner_share,adoption_given_usage,proposal_sessions,winner_sessions,session_usage_rate
phase3,selected_overlap_keywords,壁掛け灯,壁掛け灯,6,2,0.008186,0.007752,0.333333,6,2,0.130435
phase3,selected_overlap_keywords,変圧器,変圧器,4,2,0.005457,0.007752,0.5,4,2,0.086957
phase3,selected_overlap_keywords,妖精灯,妖精灯,0,0,0.0,0.0,0.0,0,0,0.0
phase3,selected_overlap_keywords,封印石,封印石,7,2,0.00955,0.007752,0.285714,7,2,0.152174
phase3,selected_overlap_keywords,小さな煙突,小さな煙突,2,0,0.002729,0.0,0.0,2,0,0.043478
phase3,selected_overlap_keywords,岩の裂け目,岩の裂け目,10,3,0.013643,0.011628,0.3,9,3,0.195652
phase3,selected_overlap_keywords,岩棚,岩棚,5,1,0.006821,0.003876,0.2,5,1,0.108696
phase3,selected_overlap_keywords,工具棚,工具棚,0,0,0.0,0.0,0.0,0,0,0.0
phase3,selected_overlap_keywords,巨岩,巨岩,6,2,0.008186,0.007752,0.333333,6,2,0.130435
phase3,selected_overlap_keywords,市場屋台,市場屋台,7,2,0.00955,0.007752,0.285714,7,2,0.152174
phase3,selected_overlap_keywords,幻光標識,幻光標識,4,0,0.005457,0.0,0.0,4,0,0.086957
phase3,selected_overlap_keywords,排水口,排水口,4,1,0.005457,0.003876,0.25,4,1,0.086957
phase3,selected_overlap_keywords,排水溝,排水溝,3,1,0.004093,0.003876,0.333333,3,1,0.065217
phase3,selected_overlap_keywords,提灯,提灯,10,4,0.013643,0.015504,0.4,8,4,0.173913
phase3,selected_overlap_keywords,断片地形,断片地形,4,2,0.005457,0.007752,0.5,4,2,0.086957
phase3,selected_overlap_keywords,旗布,旗布,1,0,0.001364,0.0,0.0,1,0,0.021739
phase3,selected_overlap_keywords,旗竿,旗竿,2,0,0.002729,0.0,0.0,2,0,0.043478
phase3,selected_overlap_keywords,暖簾,暖簾,2,2,0.002729,0.007752,1.0,2,2,0.043478
phase3,selected_overlap_keywords,木の骨組み,木の骨組み,1,1,0.001364,0.003876,1.0,1,1,0.021739
phase3,selected_overlap_keywords,木柵,木柵,2,0,0.002729,0.0,0.0,2,0,0.043478
phase3,selected_overlap_keywords,木桶,木桶,4,2,0.005457,0.007752,0.5,4,2,0.086957
phase3,selected_overlap_keywords,木槍立て,木槍立て,0,0,0.0,0.0,0.0,0,0,0.0
phase3,selected_overlap_keywords,木樽,木樽,3,2,0.004093,0.007752,0.666667,3,2,0.065217
phase3,selected_overlap_keywords,木橋,木橋,2,2,0.002729,0.007752,1.0,2,2,0.043478
phase3,selected_overlap_keywords,木製クレーン,木製クレーン,1,1,0.001364,0.003876,1.0,1,1,0.021739
phase3,selected_overlap_keywords,木製看板,木製看板,2,1,0.002729,0.003876,0.5,2,1,0.043478
phase3,selected_overlap_keywords,松明,松明,4,1,0.005457,0.003876,0.25,4,1,0.086957
phase3,selected_overlap_keywords,柱頭飾り,柱頭飾り,1,0,0.001364,0.0,0.0,1,0,0.021739
phase3,selected_overlap_keywords,格子戸,格子戸,4,1,0.005457,0.003876,0.25,4,1,0.086957
phase3,selected_overlap_keywords,桟橋,桟橋,8,5,0.010914,0.01938,0.625,8,5,0.173913
phase3,selected_overlap_keywords,横断帯,横断帯,1,0,0.001364,0.0,0.0,1,0,0.021739
phase3,selected_overlap_keywords,樽山,樽山,2,1,0.002729,0.003876,0.5,2,1,0.043478
phase3,selected_overlap_keywords,水晶灯,水晶灯,2,0,0.002729,0.0,0.0,2,0,0.043478
phase3,selected_overlap_keywords,水路,水路,10,5,0.013643,0.01938,0.5,10,5,0.217391
phase3,selected_overlap_keywords,水車,水車,3,1,0.004093,0.003876,0.333333,3,1,0.065217
phase3,selected_overlap_keywords,水門,水門,4,3,0.005457,0.011628,0.75,4,3,0.086957
phase3,selected_overlap_keywords,河原石,河原石,0,0,0.0,0.0,0.0,0,0,0.0
phase3,selected_overlap_keywords,泥地,泥地,1,0,0.001364,0.0,0.0,1,0,0.021739
phase3,selected_overlap_keywords,洞穴,洞穴,1,0,0.001364,0.0,0.0,1,0,0.021739
phase3,selected_overlap_keywords,浅瀬,浅瀬,4,2,0.005457,0.007752,0.5,4,2,0.086957
phase3,selected_overlap_keywords,浮き樽,浮き樽,1,1,0.001364,0.003876,1.0,1,1,0.021739
phase3,selected_overlap_keywords,浮上ホーム,浮上ホーム,2,1,0.002729,0.003876,0.5,2,1,0.043478
phase3,selected_overlap_keywords,浮彫壁,浮彫壁,5,1,0.006821,0.003876,0.2,5,1,0.108696
phase3,selected_overlap_keywords,浮遊コンテナ,浮遊コンテナ,3,2,0.004093,0.007752,0.666667,3,2,0.065217
phase3,selected_overlap_keywords,浮遊ドック,浮遊ドック,2,0,0.002729,0.0,0.0,2,0,0.043478
phase3,selected_overlap_keywords,浮遊岩,浮遊岩,7,1,0.00955,0.003876,0.142857,7,1,0.152174
phase3,selected_overlap_keywords,浮遊島,浮遊島,7,2,0.00955,0.007752,0.285714,6,2,0.130435
phase3,selected_overlap_keywords,浮遊柵,浮遊柵,1,1,0.001364,0.003876,1.0,1,1,0.021739
phase3,selected_overlap_keywords,浮遊標識,浮遊標識,2,1,0.002729,0.003876,0.5,2,1,0.043478
phase3,selected_overlap_keywords,浮遊灯,浮遊灯,3,2,0.004093,0.007752,0.666667,3,2,0.065217
phase3,selected_overlap_keywords,浮遊石,浮遊石,5,0,0.006821,0.0,0.0,5,0,0.108696
phase3,selected_overlap_keywords,浮遊街灯,浮遊街灯,6,2,0.008186,0.007752,0.333333,6,2,0.130435
phase3,selected_overlap_keywords,浮遊足場,浮遊足場,4,2,0.005457,0.007752,0.5,4,2,0.086957
phase3,selected_overlap_keywords,消火栓,消火栓,4,1,0.005457,0.003876,0.25,4,1,0.086957
phase3,selected_overlap_keywords,炉の跡,炉の跡,7,2,0.00955,0.007752,0.285714,7,2,0.152174
phase3,selected_overlap_keywords,点字ブロック,点字ブロック,2,1,0.002729,0.003876,0.5,2,1,0.043478
phase3,selected_overlap_keywords,焚き火跡,焚き火跡,8,3,0.010914,0.011628,0.375,7,3,0.152174
phase3,selected_overlap_keywords,燧石山,燧石山,1,1,0.001364,0.003876,1.0,1,1,0.021739
phase3,selected_overlap_keywords,獣道,獣道,4,0,0.005457,0.0,0.0,4,0,0.086957
phase3,selected_overlap_keywords,発光段差,発光段差,7,3,0.00955,0.011628,0.428571,7,3,0.152174
phase3,selected_overlap_keywords,発光苔,発光苔,6,2,0.008186,0.007752,0.333333,6,2,0.130435
phase3,selected_overlap_keywords,発光路面,発光路面,12,3,0.016371,0.011628,0.25,12,3,0.26087
phase3,selected_overlap_keywords,白線,白線,4,2,0.005457,0.007752,0.5,4,2,0.086957
phase3,selected_overlap_keywords,皮の天幕,皮の天幕,0,0,0.0,0.0,0.0,0,0,0.0
phase3,selected_overlap_keywords,皮の敷物,皮の敷物,4,2,0.005457,0.007752,0.5,4,2,0.086957
phase3,selected_overlap_keywords,監視カメラ,監視カメラ,4,2,0.005457,0.007752,0.5,4,2,0.086957
phase3,selected_overlap_keywords,矢狭間,矢狭間,3,1,0.004093,0.003876,0.333333,3,1,0.065217
phase3,selected_overlap_keywords,石の噴水,石の噴水,3,1,0.004093,0.003876,0.333333,2,1,0.043478
phase3,selected_overlap_keywords,石の囲い,石の囲い,1,0,0.001364,0.0,0.0,1,0,0.021739
phase3,selected_overlap_keywords,石の導水管,石の導水管,2,1,0.002729,0.003876,0.5,2,1,0.043478
phase3,selected_overlap_keywords,石像,石像,4,0,0.005457,0.0,0.0,4,0,0.086957
phase3,selected_overlap_keywords,石像門,石像門,2,1,0.002729,0.003876,0.5,2,1,0.043478
phase3,selected_overlap_keywords,石器束,石器束,1,0,0.001364,0.0,0.0,1,0,0.021739
phase3,selected_overlap_keywords,石垣,石垣,1,0,0.001364,0.0,0.0,1,0,0.021739
phase3,selected_overlap_keywords,石壁,石壁,2,0,0.002729,0.0,0.0,2,0,0.043478
phase3,selected_overlap_keywords,石板,石板,8,1,0.010914,0.003876,0.125,8,1,0.173913
phase3,selected_overlap_keywords,石柱,石柱,4,0,0.005457,0.0,0.0,4,0,0.086957
phase3,selected_overlap_keywords,石橋,石橋,7,4,0.00955,0.015504,0.571429,6,4,0.130435
phase3,selected_overlap_keywords,石段,石段,4,0,0.005457,0.0,0.0,4,0,0.086957
phase3,selected_overlap_keywords,石畳,石畳,16,10,0.021828,0.03876,0.625,14,10,0.304348
phase3,selected_overlap_keywords,石碑,石碑,10,8,0.013643,0.031008,0.8,10,8,0.217391
phase3,selected_overlap_keywords,石臼,石臼,12,5,0.016371,0.01938,0.416667,12,5,0.26087
phase3,selected_overlap_keywords,石門,石門,5,2,0.006821,0.007752,0.4,5,2,0.108696
phase3,selected_overlap_keywords,砂利道,砂利道,2,2,0.002729,0.007752,1.0,2,2,0.043478
phase3,selected_overlap_keywords,砂地,砂地,5,2,0.006821,0.007752,0.4,5,2,0.108696
phase3,selected_overlap_keywords,砥石台,砥石台,1,0,0.001364,0.0,0.0,1,0,0.021739
phase3,selected_overlap_keywords,砦壁,砦壁,5,3,0.006821,0.011628,0.6,5,3,0.108696
phase3,selected_overlap_keywords,磁気レール,磁気レール,5,4,0.006821,0.015504,0.8,5,4,0.108696
phase3,selected_overlap_keywords,神殿基壇,神殿基壇,2,1,0.002729,0.003876,0.5,2,1,0.043478
phase3,selected_overlap_keywords,祠,祠,3,2,0.004093,0.007752,0.666667,3,2,0.065217
phase3,selected_overlap_keywords,祭壇,祭壇,8,3,0.010914,0.011628,0.375,8,3,0.173913
phase3,selected_overlap_keywords,移動ホーム,移動ホーム,3,0,0.004093,0.0,0.0,3,0,0.065217
phase3,selected_overlap_keywords,空中レール,空中レール,4,2,0.005457,0.007752,0.5,4,2,0.086957
phase3,selected_overlap_keywords,空中庭,空中庭,3,0,0.004093,0.0,0.0,3,0,0.065217
phase3,selected_overlap_keywords,空中橋,空中橋,4,0,0.005457,0.0,0.0,4,0,0.086957
phase3,selected_overlap_keywords,空中浮遊台,空中浮遊台,3,2,0.004093,0.007752,0.666667,3,2,0.065217
phase3,selected_overlap_keywords,空中足場,空中足場,6,2,0.008186,0.007752,0.333333,6,2,0.130435
phase3,selected_overlap_keywords,竹垣,竹垣,3,1,0.004093,0.003876,0.333333,2,1,0.043478
phase3,selected_overlap_keywords,結晶樹,結晶樹,4,0,0.005457,0.0,0.0,4,0,0.086957
phase3,selected_overlap_keywords,結界柱,結界柱,3,0,0.004093,0.0,0.0,3,0,0.065217
phase3,selected_overlap_keywords,網,網,2,1,0.002729,0.003876,0.5,2,1,0.043478
phase3,selected_overlap_keywords,縁石,縁石,6,5,0.008186,0.01938,0.833333,6,5,0.130435
phase3,selected_overlap_keywords,繋留ロープ,繋留ロープ,0,0,0.0,0.0,0.0,0,0,0.0
phase3,selected_overlap_keywords,自販機,自販機,11,4,0.015007,0.015504,0.363636,11,4,0.23913
phase3,selected_overlap_keywords,自転車レーン,自転車レーン,0,0,0.0,0.0,0.0,0,0,0.0
phase3,selected_overlap_keywords,船着き場,船着き場,2,2,0.002729,0.007752,1.0,2,2,0.043478
phase3,selected_overlap_keywords,苔岩,苔岩,2,2,0.002729,0.007752,1.0,2,2,0.043478
phase3,selected_overlap_keywords,草ぶき小屋,草ぶき小屋,6,1,0.008186,0.003876,0.166667,6,1,0.130435
phase3,selected_overlap_keywords,荷揚げ滑車,荷揚げ滑車,2,1,0.002729,0.003876,0.5,2,1,0.043478
phase3,selected_overlap_keywords,荷車,荷車,6,0,0.008186,0.0,0.0,6,0,0.130435
phase3,selected_overlap_keywords,荷車置き場,荷車置き場,3,1,0.004093,0.003876,0.333333,3,1,0.065217
phase3,selected_overlap_keywords,蔵の土壁,蔵の土壁,2,1,0.002729,0.003876,0.5,2,1,0.043478
phase3,selected_overlap_keywords,薪積み,薪積み,3,2,0.004093,0.007752,0.666667,3,2,0.065217
phase3,selected_overlap_keywords,行燈看板,行燈看板,4,2,0.005457,0.007752,0.5,4,2,0.086957
phase3,selected_overlap_keywords,街路灯,街路灯,13,4,0.017735,0.015504,0.307692,11,4,0.23913
phase3,selected_overlap_keywords,街道標,街道標,4,2,0.005457,0.007752,0.5,4,2,0.086957
phase3,selected_overlap_keywords,製粉機,製粉機,1,1,0.001364,0.003876,1.0,1,1,0.021739
phase3,selected_overlap_keywords,見張り塔,見張り塔,6,2,0.008186,0.007752,0.333333,6,2,0.130435
phase3,selected_overlap_keywords,貯水槽,貯水槽,2,0,0.002729,0.0,0.0,2,0,0.043478
phase3,selected_overlap_keywords,路面標識,路面標識,6,2,0.008186,0.007752,0.333333,6,2,0.130435
phase3,selected_overlap_keywords,跳ね橋,跳ね橋,1,0,0.001364,0.0,0.0,1,0,0.021739
phase3,selected_overlap_keywords,車止め,車止め,0,0,0.0,0.0,0.0,0,0,0.0
phase3,selected_overlap_keywords,送電鉄塔,送電鉄塔,5,1,0.006821,0.003876,0.2,5,1,0.108696
phase3,selected_overlap_keywords,透過床,透過床,2,0,0.002729,0.0,0.0,2,0,0.043478
phase3,selected_overlap_keywords,通り灯,通り灯,4,2,0.005457,0.007752,0.5,4,2,0.086957
phase3,selected_overlap_keywords,通信箱,通信箱,0,0,0.0,0.0,0.0,0,0,0.0
phase3,selected_overlap_keywords,通行ゲート,通行ゲート,5,2,0.006821,0.007752,0.4,4,2,0.086957
phase3,selected_overlap_keywords,運河,運河,8,1,0.010914,0.003876,0.125,8,1,0.173913
phase3,selected_overlap_keywords,郵便ポスト,郵便ポスト,7,4,0.00955,0.015504,0.571429,6,4,0.130435
phase3,selected_overlap_keywords,配電箱,配電箱,4,1,0.005457,0.003876,0.25,4,1,0.086957
phase3,selected_overlap_keywords,鉄格子門,鉄格子門,2,0,0.002729,0.0,0.0,2,0,0.043478
phase3,selected_overlap_keywords,鉄灯籠,鉄灯籠,4,3,0.005457,0.011628,0.75,4,3,0.086957
phase3,selected_overlap_keywords,鍛造炉,鍛造炉,7,3,0.00955,0.011628,0.428571,7,3,0.152174
phase3,selected_overlap_keywords,電柱,電柱,5,2,0.006821,0.007752,0.4,5,2,0.108696
phase3,selected_overlap_keywords,電線,電線,5,2,0.006821,0.007752,0.4,5,2,0.108696
phase3,selected_overlap_keywords,霧の門,霧の門,10,3,0.013643,0.011628,0.3,10,3,0.217391
phase3,selected_overlap_keywords,露岩,露岩,3,2,0.004093,0.007752,0.666667,3,2,0.065217
phase3,selected_overlap_keywords,風見旗,風見旗,0,0,0.0,0.0,0.0,0,0,0.0
phase3,selected_overlap_keywords,馬留め杭,馬留め杭,3,1,0.004093,0.003876,0.333333,3,1,0.065217
phase3,selected_overlap_keywords,骨の杭,骨の杭,2,0,0.002729,0.0,0.0,2,0,0.043478
phase3,selected_overlap_keywords,魔力井戸,魔力井戸,6,0,0.008186,0.0,0.0,6,0,0.130435
phase3,selected_overlap_keywords,魔力水路,魔力水路,7,1,0.00955,0.003876,0.142857,7,1,0.152174
phase3,selected_overlap_keywords,魔導塔,魔導塔,8,1,0.010914,0.003876,0.125,6,1,0.130435
phase3,selected_overlap_keywords,魔導灯,魔導灯,13,5,0.017735,0.01938,0.384615,10,5,0.217391
phase3,selected_overlap_keywords,魔法陣床,魔法陣床,10,5,0.013643,0.01938,0.5,9,5,0.195652
phase3,selected_overlap_keywords,黄線,黄線,0,0,0.0,0.0,0.0,0,0,0.0
